id,type,version,time,content-type,payload,clock,subject
"00ea2848-ef08-4839-9b03-846d62fb5992","board.tag.added","5","2024-10-10 12:51:19.079000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","306","Board/4838f704-c024-4060-9475-76300a98166a"
"00ef0ac3-d80f-4409-bfbc-4b5b9adaf404","shipment.state.set","1","2024-10-16 17:56:50.975000 +00:00","application/json","[""prepare""]","888","Shipment/dbb70df5-bda4-43e2-a00e-cf6985b0abaa"
"010a0f11-39f4-4ed1-bc16-51bbcf5fa1bb","shipment.state.set","3","2024-10-09 11:53:31.643000 +00:00","application/json","[""prepare""]","25","Shipment/d5f928b4-cde8-4280-9775-8fb515a5b0a1"
"012ecdef-5269-4c25-b971-4fcc214e6da4","board.shipmentState.added","2","2024-10-10 12:51:37.398000 +00:00","application/json","[{""shipmentState"": ""progress""}]","311","Board/b27825ad-1c90-462f-9329-3f3204c4941d"
"0140cf83-71be-4c0d-9ca0-512e9e030e69","board.tag.added","5","2024-10-16 17:56:48.818000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","885","Board/8db966c5-d213-4a28-8733-a05c7a920c75"
"01578d4e-5c1b-4eba-881d-d5c2bf1fdd02","shipment.order.set","2","2024-11-23 10:52:37.667000 +00:00","application/json","[{""id"": ""d8f442f9-481a-4db5-81ff-17a68f6bab0f"", ""jobs"": [], ""shipments"": [{""id"": ""ae2690a4-a28e-4dca-8aa9-046b1b02fe31"", ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-23T10:52:37.584134646Z"", ""to"": ""2024-11-23T10:52:37.584134646Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}]","77445","Shipment/ae2690a4-a28e-4dca-8aa9-046b1b02fe31"
"0162a418-f3a9-40b9-adf4-f98a90017693","shipment.order.set","3","2024-10-16 20:51:51.767000 +00:00","application/json","[{""customer"": {""name"": ""Jane DoeJohn Black""}, ""id"": ""57ccba32-7c03-4b2c-84d2-2ed163185bf2"", ""jobs"": [], ""shipments"": [], ""type"": ""Order""}]","76485","Shipment/c8597e9e-a941-4790-a2fb-f901b8f14c56"
"016df8b6-94f5-40ed-bfaf-14adbecb7010","board.shipment.moved","33","2024-10-25 12:55:32.121000 +00:00","application/json","[{""laneId"": ""cd71e6cf-5d1d-4c42-9c40-8c8535c88202"", ""position"": 0, ""shipmentId"": ""fa5be0d1-eac0-4204-a00e-a9b0b07e596f""}]","76689","Board/2038e6fb-8d9d-41d4-9218-400c740bad9a"
"0190e311-d743-4fe9-9362-6d0399d26f6e","shipment.stops.set","3","2024-11-26 09:03:17.129000 +00:00","application/json","[{""to"": {""address"": {""id"": ""0cfe53e6-3382-48c1-93cc-b7d29f2b912c"", ""type"": ""Address"", ""zip"": ""3013""}, ""id"": ""4b950516-b046-49b3-9c7f-088993fbb6ed"", ""type"": ""Stop""}}]","77894","Shipment/aad7b0e9-afef-4ec6-9d04-175e9ebfc18f"
"01963152-783f-41ec-b479-f4a2471b4547","shipment.created","0","2024-11-23 10:56:55.467000 +00:00","application/json","{""events"": [], ""id"": ""1178163d-6c46-4828-9593-ec5337e12b2f"", ""parcels"": [], ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-23T10:56:55.466402794Z"", ""to"": ""2024-11-23T10:56:55.466402794Z""}, ""type"": ""Shipment"", ""version"": 0}","77572","Shipment/1178163d-6c46-4828-9593-ec5337e12b2f"
"01af7c4a-4cee-4034-bf2c-20d5ff818954","board.shipment.added","7","2024-11-03 13:43:25.166000 +00:00","application/json","[{""laneId"": ""705be62a-5489-447c-b614-4837796af7f5"", ""position"": 0, ""shipment"": {""events"": [{""data"": [""prepare""], ""datacontenttype"": ""application/json"", ""entityversion"": 1, ""id"": ""0ab2fce8-58df-424e-9c72-12911c8adf74"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/2cd4349e-0ccb-42f9-b0a2-cf876cd825c4"", ""time"": ""2024-11-03T13:43:25.164Z"", ""timestamp"": 0, ""type"": ""shipment.state.set""}, {""data"": [{""id"": ""5d6a57a0-7e04-452e-a107-a4c69e702026"", ""jobs"": [], ""shipments"": [{""id"": ""2cd4349e-0ccb-42f9-b0a2-cf876cd825c4"", ""order"": null, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-03T13:43:25.093387106Z"", ""to"": ""2024-11-03T13:43:25.093387106Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}], ""datacontenttype"": ""application/json"", ""entityversion"": 2, ""id"": ""f5466f5c-a5fd-40e7-9c5d-1471897f1fb0"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/2cd4349e-0ccb-42f9-b0a2-cf876cd825c4"", ""time"": ""2024-11-03T13:43:25.165Z"", ""timestamp"": 0, ""type"": ""shipment.order.set""}], ""id"": ""2cd4349e-0ccb-42f9-b0a2-cf876cd825c4"", ""order"": {""id"": ""5d6a57a0-7e04-452e-a107-a4c69e702026"", ""jobs"": [], ""shipments"": [{""id"": ""2cd4349e-0ccb-42f9-b0a2-cf876cd825c4"", ""order"": null, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-03T13:43:25.093387106Z"", ""to"": ""2024-11-03T13:43:25.093387106Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-03T13:43:25.093387106Z"", ""to"": ""2024-11-03T13:43:25.093387106Z""}, ""type"": ""Shipment"", ""version"": 2}}]","77041","Board/5639e4c3-19e0-46ff-99ab-2397b78eb22f"
"01c4a917-2ae9-4835-b630-7b86334f7888","board.shipmentState.added","3","2024-11-28 20:16:15.906000 +00:00","application/json","[{""shipmentState"": ""done""}]","78123","Board/4c584644-832e-4685-b74c-7b97d0f46f3f"
"01de6a31-e9a4-4d5e-b602-3294b0de3209","board.shipment.added","89","2024-11-17 09:31:00.881000 +00:00","application/json","[{""laneId"": ""92c7ea8f-b495-43ba-a733-dbdee807587d"", ""shipment"": {""events"": [{""data"": [""prepare""], ""datacontenttype"": ""application/json"", ""entityversion"": 1, ""id"": ""ab9d9438-0eb7-465f-968c-55f38e9f1d9a"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/74e81d34-e800-4a95-bc38-3210218844bd"", ""time"": ""2024-11-17T09:31:00.876Z"", ""timestamp"": 0, ""type"": ""shipment.state.set""}], ""id"": ""74e81d34-e800-4a95-bc38-3210218844bd"", ""parcels"": [{""dimensions"": {""depth"": 0.377, ""height"": 0.182, ""width"": 0.444}, ""id"": ""718c82fc-6437-4ad5-930d-f256081ae68c"", ""name"": ""big blue box"", ""type"": ""Parcel"", ""weight"": 5}], ""state"": ""prepare"", ""stops"": {""from"": {""contact"": {""id"": ""74a4007a-cf01-406e-88ef-27bbf43180e7"", ""name"": ""Heidi Suter"", ""type"": ""Contact""}, ""id"": ""7aa27c79-1872-4473-bc7a-3a392f7a98ae"", ""type"": ""Stop""}, ""to"": {""contact"": {""id"": ""857a03b5-c297-4045-b55b-483865a92f8e"", ""name"": ""Martha Wegmann"", ""type"": ""Contact""}, ""id"": ""eeda6374-0d90-429d-88a3-d5468ad08401"", ""type"": ""Stop""}}, ""tags"": [{""color"": ""#00ff00"", ""name"": ""fragil""}], ""timeWindow"": {""from"": ""2024-11-17T10:26:00.771Z"", ""to"": ""2024-11-17T11:52:00.771Z""}, ""type"": ""Shipment"", ""version"": 1}}]","77233","Board/2038e6fb-8d9d-41d4-9218-400c740bad9a"
"01ef48f0-f83a-42bc-a285-3854150b5517","board.shipmentState.added","2","2024-10-16 17:45:12.587000 +00:00","application/json","[{""shipmentState"": ""progress""}]","750","Board/663d8998-a372-45d7-b324-c4d6f06cebb1"
"01f6552d-eb4b-4510-a9db-9f53df370c23","board.lane.removed","107","2024-11-24 18:33:04.791000 +00:00","application/json","[{""id"": ""1f64fa8d-ac74-404a-bb17-35f806a1c045""}]","77732","Board/2038e6fb-8d9d-41d4-9218-400c740bad9a"
"01fbfdad-eff4-4077-bdc0-1455945458dc","shipment.state.set","1","2024-11-23 11:45:55.001000 +00:00","application/json","[""prepare""]","77683","Shipment/5f925485-b1ec-4314-a93c-9a422cae77a2"
"01fdb973-0da9-4826-96e1-d2dcdac9c23a","board.shipment.added","7","2024-11-26 09:03:36.504000 +00:00","application/json","[{""laneId"": ""57de9e3d-78bd-4ee9-97cd-7492ed0dc38f"", ""position"": 0, ""shipment"": {""events"": [{""data"": [""prepare""], ""datacontenttype"": ""application/json"", ""entityversion"": 1, ""id"": ""a58caaba-7b8f-44fc-b866-92e83dc3a59f"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/51c594f0-d508-4201-81e9-919dc819e874"", ""time"": ""2024-11-26T09:03:36.503Z"", ""timestamp"": 0, ""type"": ""shipment.state.set""}, {""data"": [{""id"": ""b49953a0-46d5-4725-877f-a8d8b2f3933c"", ""jobs"": [], ""shipments"": [{""id"": ""51c594f0-d508-4201-81e9-919dc819e874"", ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-26T09:03:36.431798818Z"", ""to"": ""2024-11-26T09:03:36.431798818Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}], ""datacontenttype"": ""application/json"", ""entityversion"": 2, ""id"": ""f17f8e14-cd95-4963-a9f9-63496a1feb28"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/51c594f0-d508-4201-81e9-919dc819e874"", ""time"": ""2024-11-26T09:03:36.504Z"", ""timestamp"": 0, ""type"": ""shipment.order.set""}], ""id"": ""51c594f0-d508-4201-81e9-919dc819e874"", ""order"": {""id"": ""b49953a0-46d5-4725-877f-a8d8b2f3933c"", ""jobs"": [], ""shipments"": [{""id"": ""51c594f0-d508-4201-81e9-919dc819e874"", ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-26T09:03:36.431798818Z"", ""to"": ""2024-11-26T09:03:36.431798818Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-26T09:03:36.431798818Z"", ""to"": ""2024-11-26T09:03:36.431798818Z""}, ""type"": ""Shipment"", ""version"": 2}}]","77906","Board/855d8132-7ef8-4ccd-aad7-6d227b51a1c3"
"020849a4-6d78-423a-8741-30e3e5d6c9b8","shipment.state.set","1","2024-11-01 10:38:10.097000 +00:00","application/json","[""prepare""]","76963","Shipment/5701cdcb-6c95-42d6-bc10-cd2a8b8c23b9"
"0221966e-fa2f-4478-8f06-16d83b80d371","board.shipmentState.added","3","2024-11-28 20:14:36.664000 +00:00","application/json","[{""shipmentState"": ""done""}]","78071","Board/03ea07f0-7783-431b-a0bf-fd2f8a6dbf56"
"022a2da5-2d4c-445e-8ed7-9c0066899fbc","board.tag.added","5","2024-10-10 13:02:47.301000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","601","Board/06d1f3fd-a157-45e1-a277-7d0d0941cb4d"
"0264669d-b09a-4f40-861e-f0d6c1718132","shipment.order.set","75","2024-10-26 15:45:46.009000 +00:00","application/json","[{""customer"": {""name"": ""Jane Doerrr""}, ""id"": ""eb91816a-f07b-4340-b134-d1cfe09225ed"", ""jobs"": [], ""shipments"": [{""id"": ""c1bd5175-6f3d-432a-8fe8-a01581c3a036"", ""order"": {""customer"": {""name"": ""Jane Doerrr""}, ""id"": ""eb91816a-f07b-4340-b134-d1cfe09225ed"", ""jobs"": [], ""shipments"": [{}], ""type"": ""Order""}, ""parcels"": [], ""price"": 10, ""state"": ""prepare"", ""stops"": {""from"": {""address"": {""city"": ""bern"", ""id"": ""11a0d83f-46df-4d63-bb09-71ad4f88d46b"", ""street"": ""fuubar"", ""type"": ""Address"", ""zip"": ""3012""}, ""contact"": {""id"": ""e37b6569-ca10-4e8c-b90d-840cef44d1d8"", ""name"": ""name"", ""type"": ""Contact""}, ""id"": ""1f10e219-ef65-48e3-8817-2bac4b68bab9"", ""type"": ""Stop""}, ""to"": {""address"": {""city"": ""city"", ""id"": ""e3a0d432-f8b1-4718-aa3e-fabb91cad11d"", ""street"": ""road 3"", ""type"": ""Address"", ""zip"": ""3000""}, ""contact"": {""id"": ""7af9d2f6-c528-4b10-9d2a-51c5f8c6de1a"", ""name"": ""fubbar444"", ""type"": ""Contact""}, ""id"": ""bad199ca-a1b9-419b-886e-d5d8d28916f6"", ""type"": ""Stop""}}, ""tags"": [], ""timeWindow"": {""from"": ""2024-10-25T23:24:17.362Z"", ""to"": ""2024-10-26T00:24:17.362Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}]","76890","Shipment/c1bd5175-6f3d-432a-8fe8-a01581c3a036"
"0266aa26-d891-4f35-99fa-2fcd81b044f3","board.created","0","2024-10-16 19:53:39.570000 +00:00","application/json","{""date"": ""2024-10-16"", ""id"": ""67da8746-d88c-4fa7-86f1-47f205a8e451"", ""lanes"": [], ""name"": ""67da8746"", ""shipmentStates"": [], ""tags"": [], ""type"": ""Board"", ""version"": 0}","1022","Board/67da8746-d88c-4fa7-86f1-47f205a8e451"
"02850772-ed47-49f9-a82a-f1397eb8c6b9","board.shipmentState.added","3","2024-11-26 09:02:22.689000 +00:00","application/json","[{""shipmentState"": ""done""}]","77860","Board/8dfd1267-a21f-478b-8ea0-889ca0bb05b3"
"02951031-77fd-4e87-a53c-76c897c61939","shipment.timeWindow.set","11","2024-11-03 13:11:21.490000 +00:00","application/json","[{""from"": ""2024-11-01T10:00:07.485Z"", ""to"": ""2024-11-01T10:49:07.485144312Z""}]","77011","Shipment/55f3b522-f825-4a4f-b0d3-3af3162ef493"
"02d119ef-d0c9-419e-9371-65e3835fe481","board.shipmentState.added","2","2024-10-16 20:57:56.230000 +00:00","application/json","[{""shipmentState"": ""progress""}]","76595","Board/4450468c-62e8-4c5b-a792-4085a43a4bcb"
"02e3a30c-5e40-49b8-a0ab-304345b54665","board.shipment.added","7","2024-10-16 17:55:39.056000 +00:00","application/json","[{""laneId"": ""6491e3f3-ee67-4112-b75c-26a6a15fb5fd"", ""position"": 0, ""shipment"": {""events"": [{""data"": [""prepare""], ""datacontenttype"": ""application/json"", ""entityversion"": 1, ""id"": ""2d504f46-103d-406b-8d75-83710eb07c62"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/d6544c29-75cc-4c79-b837-1a820ba6339b"", ""time"": ""2024-10-16T17:55:39.055Z"", ""timestamp"": 0, ""type"": ""shipment.state.set""}, {""data"": [{""customer"": {""name"": ""Jane Doe""}, ""id"": ""fe961219-51c3-452a-8b65-d7f5a936beb4"", ""jobs"": [], ""shipments"": [], ""type"": ""Order""}], ""datacontenttype"": ""application/json"", ""entityversion"": 2, ""id"": ""4875eb47-7792-4773-8fd8-3e069b55b09e"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/d6544c29-75cc-4c79-b837-1a820ba6339b"", ""time"": ""2024-10-16T17:55:39.056Z"", ""timestamp"": 0, ""type"": ""shipment.order.set""}], ""id"": ""d6544c29-75cc-4c79-b837-1a820ba6339b"", ""order"": {""customer"": {""name"": ""Jane Doe""}, ""id"": ""fe961219-51c3-452a-8b65-d7f5a936beb4"", ""jobs"": [], ""shipments"": [], ""type"": ""Order""}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-10-16T17:55:38.984321053Z"", ""to"": ""2024-10-16T17:55:38.984321053Z""}, ""type"": ""Shipment""}}]","851","Board/d2026c2f-5453-4a3e-996e-2457cde3d91f"
"02fce49e-f270-4022-8a70-31f4fdb60a5a","board.shipmentState.added","2","2024-11-17 09:23:11.170000 +00:00","application/json","[{""shipmentState"": ""progress""}]","77222","Board/aba424aa-ebba-479c-9287-3899acb87db6"
"0310bcb3-fb9f-42ad-a4f2-90a3396ac064","board.shipment.moved","70","2024-11-03 16:05:39.350000 +00:00","application/json","[{""laneId"": ""2444b2b7-92bb-424a-af22-480a839de650"", ""position"": 0, ""shipmentId"": ""129157ea-9a57-4e62-9981-9f2b27b9f692""}]","77040","Board/2038e6fb-8d9d-41d4-9218-400c740bad9a"
"031e3018-3872-44d5-9ffa-211dcdff5ce9","board.shipmentState.added","2","2024-10-16 20:50:05.510000 +00:00","application/json","[{""shipmentState"": ""progress""}]","76448","Board/577beefc-1a29-48df-871a-ddc6c4a8e65c"
"0350ae80-7983-4a44-862f-af5d315e2d44","board.shipmentState.added","3","2024-10-16 20:53:11.427000 +00:00","application/json","[{""shipmentState"": ""done""}]","76497","Board/5349ee18-31d4-4d43-86ec-c7bcd67bd6c4"
"036702b1-2944-4c6f-9586-9983d8bf313a","shipment.state.set","1","2024-10-10 12:59:34.450000 +00:00","application/json","[""prepare""]","501","Shipment/7ad9a868-d2ae-4d6c-b157-499c97aa2353"
"037c75c4-0c54-4d24-9797-9688d6fc19b0","board.created","0","2024-11-03 13:41:42.118000 +00:00","application/json","{""date"": ""2024-11-03"", ""events"": [], ""id"": ""0c725e5e-1157-4e64-aeaa-d0735144fdee"", ""lanes"": [], ""name"": ""0c725e5e"", ""shipmentStates"": [], ""tags"": [], ""type"": ""Board"", ""version"": 0}","77031","Board/0c725e5e-1157-4e64-aeaa-d0735144fdee"
"037ca03f-f685-428d-bfc3-976d4252ae52","board.shipmentState.added","3","2024-10-10 10:38:57.714000 +00:00","application/json","[{""shipmentState"": ""done""}]","102","Board/39ff399c-ca96-4a77-a02b-5b73f7e76004"
"039bb3d0-9f48-4037-9dfb-30344ea1c58b","board.shipmentState.added","1","2024-10-16 20:47:10.631000 +00:00","application/json","[{""shipmentState"": ""prepare""}]","76356","Board/c5ed4f52-0089-4a6d-a35c-8c8276f0437b"
"03ab8f1e-d1a6-4f27-a544-8051f4330638","shipment.state.set","1","2024-11-23 11:46:43.331000 +00:00","application/json","[""prepare""]","77709","Shipment/6bfc848a-fe97-4df0-aca1-132a7904d07d"
"03b1d8b8-72b5-480e-a774-d057c4633b3c","shipment.state.set","1","2024-10-16 17:54:23.197000 +00:00","application/json","[""prepare""]","810","Shipment/fa4d2177-0a41-469c-a527-7875a1c26895"
"03b4b597-ba4c-4400-b1c9-3617afad79a5","board.tag.added","4","2024-10-10 13:00:19.067000 +00:00","application/json","[{""tag"": {""color"": ""#ffe100"", ""name"": ""sperrig""}}]","522","Board/d7f60809-cbdb-4cf5-80bc-0414e7227d75"
"03ba75a9-e148-4225-b6c1-a559674f4ab3","board.tag.added","5","2024-10-10 12:44:47.116000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","231","Board/01d38386-05ab-4872-b461-11483a937101"
"03cea3c0-82dd-4c54-a232-fd6e6ee5d458","shipment.state.set","1","2024-10-10 12:55:07.936000 +00:00","application/json","[""prepare""]","398","Shipment/3553b2e4-595d-4bc4-aad8-d9df5df3d415"
"03e7efe4-c78f-4182-be1f-428f9b8e908e","board.shipmentState.added","2","2024-10-10 13:03:11.389000 +00:00","application/json","[{""shipmentState"": ""progress""}]","611","Board/4f4f63d2-06ce-4906-b8fc-4f5be5ba66da"
"03f8cbcb-163e-4568-b74f-ddaaaf438d3e","board.shipmentState.added","2","2024-10-10 12:43:12.375000 +00:00","application/json","[{""shipmentState"": ""progress""}]","214","Board/38043933-157a-4b5a-a145-130a4d20db67"
"041e2a58-1d74-4450-ad59-2817f0b7f01e","board.tag.added","5","2024-10-16 19:54:38.091000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","1048","Board/204c755d-967b-4de7-a93f-b582ae4a06cc"
"04236e83-f7fd-4128-8252-3dd092f17dcb","board.shipmentState.added","1","2024-10-16 19:52:40.999000 +00:00","application/json","[{""shipmentState"": ""prepare""}]","1002","Board/0a5403b8-4627-4964-bcbc-8ba0210f50aa"
"042e4441-7b98-44b6-b109-9baa83c2b388","board.created","0","2024-10-10 10:31:50.896000 +00:00","application/json","{""date"": ""2024-10-10"", ""id"": ""2516c43e-7a73-4a0d-aae3-e75631adf715"", ""lanes"": [], ""name"": ""2516c43e"", ""shipmentStates"": [], ""tags"": [], ""type"": ""Board"", ""version"": 0}","36","Board/2516c43e-7a73-4a0d-aae3-e75631adf715"
"044730b3-62e5-482a-bde8-6390710c1f74","board.tag.added","5","2024-11-23 11:43:18.855000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","77604","Board/403c8224-45c4-4fa7-97dc-1157329afccf"
"044c5a4f-d02c-4550-8704-e15e65868da6","shipment.state.set","1","2024-10-10 12:54:08.655000 +00:00","application/json","[""prepare""]","376","Shipment/eed0bb22-2e84-4cb1-aab0-a5af9ba84b18"
"049132ab-8b6f-4798-86c1-e301771bcf5d","shipment.created","0","2024-11-23 10:55:15.919000 +00:00","application/json","{""events"": [], ""id"": ""b6c3d16c-d6f6-4eba-8176-a1fabc47dac1"", ""parcels"": [], ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-23T10:55:15.91829857Z"", ""to"": ""2024-11-23T10:55:15.91829857Z""}, ""type"": ""Shipment"", ""version"": 0}","77520","Shipment/b6c3d16c-d6f6-4eba-8176-a1fabc47dac1"
"04b370a5-5047-4d0c-9d59-2676f068873f","board.shipment.added","41","2024-10-25 12:56:30.419000 +00:00","application/json","[{""laneId"": ""270b702e-ebd2-43a9-a625-66941347dda5"", ""shipment"": {""events"": [{""data"": [""prepare""], ""datacontenttype"": ""application/json"", ""entityversion"": 1, ""id"": ""f3402f4e-fa52-4cdc-bf5c-06a5632b242b"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/0c48c035-f296-4254-bbea-764f7568f86d"", ""time"": ""2024-10-25T12:56:30.415Z"", ""timestamp"": 0, ""type"": ""shipment.state.set""}], ""id"": ""0c48c035-f296-4254-bbea-764f7568f86d"", ""parcels"": [{""dimensions"": {""depth"": 0.111, ""height"": 0.129, ""width"": 0.126}, ""id"": ""bbd1446a-fee6-4c01-ad3d-b8a8210b2a5f"", ""name"": ""big blue box"", ""type"": ""Parcel"", ""weight"": 32}], ""state"": ""prepare"", ""stops"": {""from"": {""contact"": {""id"": ""15c55111-691a-49fd-8ba2-f2c1a4e34097"", ""name"": ""Christiane Schär"", ""type"": ""Contact""}, ""id"": ""f4973308-7a16-48af-b8a1-7c8db85cb74f"", ""type"": ""Stop""}, ""to"": {""contact"": {""id"": ""bcdcdb16-5b97-445f-828f-328158769c9b"", ""name"": ""Claude Stadelmann"", ""type"": ""Contact""}, ""id"": ""605b3808-0d48-460c-860c-6ee6f318eee9"", ""type"": ""Stop""}}, ""tags"": [{""color"": ""#ffe100"", ""name"": ""sperrig""}], ""timeWindow"": {""from"": ""2024-10-25T13:56:29.775Z"", ""to"": ""2024-10-25T15:22:29.775Z""}, ""type"": ""Shipment"", ""version"": 1}}]","76789","Board/fbfa98d6-5ea5-4fdb-a41f-e3b5d1defb30"
